"Time Stamp","Time Zone","Name","PTID","Load"
"10/20/2020 00:00:00","EDT","CAPITL",61757,1170.599
"10/20/2020 00:00:00","EDT","CENTRL",61754,1467.5249
"10/20/2020 00:00:00","EDT","DUNWOD",61760,474.1474
"10/20/2020 00:00:00","EDT","GENESE",61753,898.6325
"10/20/2020 00:00:00","EDT","HUD VL",61758,795.3146
"10/20/2020 00:00:00","EDT","LONGIL",61762,1691.8397
"10/20/2020 00:00:00","EDT","MHK VL",61756,715.1066
"10/20/2020 00:00:00","EDT","MILLWD",61759,251.2264
"10/20/2020 00:00:00","EDT","N.Y.C.",61761,4311.1553
"10/20/2020 00:00:00","EDT","NORTH",61755,516.3893
"10/20/2020 00:00:00","EDT","WEST",61752,1430.9274
"10/20/2020 00:05:00","EDT","CAPITL",61757,1147.1134
"10/20/2020 00:05:00","EDT","CENTRL",61754,1444.0607
"10/20/2020 00:05:00","EDT","DUNWOD",61760,473.4969
"10/20/2020 00:05:00","EDT","GENESE",61753,890.6879
"10/20/2020 00:05:00","EDT","HUD VL",61758,773.1953
"10/20/2020 00:05:00","EDT","LONGIL",61762,1708.5183
"10/20/2020 00:05:00","EDT","MHK VL",61756,722.2202
"10/20/2020 00:05:00","EDT","MILLWD",61759,252.3094
"10/20/2020 00:05:00","EDT","N.Y.C.",61761,4282.2456
"10/20/2020 00:05:00","EDT","NORTH",61755,512.3364
"10/20/2020 00:05:00","EDT","WEST",61752,1423.6259
"10/20/2020 00:10:00","EDT","CAPITL",61757,1146.2418
"10/20/2020 00:10:00","EDT","CENTRL",61754,1412.3491
"10/20/2020 00:10:00","EDT","DUNWOD",61760,486.6807
"10/20/2020 00:10:00","EDT","GENESE",61753,892.9235
"10/20/2020 00:10:00","EDT","HUD VL",61758,785.2871
"10/20/2020 00:10:00","EDT","LONGIL",61762,1679.9636
"10/20/2020 00:10:00","EDT","MHK VL",61756,707.0156
"10/20/2020 00:10:00","EDT","MILLWD",61759,247.0251
"10/20/2020 00:10:00","EDT","N.Y.C.",61761,4254.2056
"10/20/2020 00:10:00","EDT","NORTH",61755,511.4013
"10/20/2020 00:10:00","EDT","WEST",61752,1408.845
"10/20/2020 00:15:00","EDT","CAPITL",61757,1149.1622
"10/20/2020 00:15:00","EDT","CENTRL",61754,1417.7699
"10/20/2020 00:15:00","EDT","DUNWOD",61760,479.1083
"10/20/2020 00:15:00","EDT","GENESE",61753,889.795
"10/20/2020 00:15:00","EDT","HUD VL",61758,796.6892
"10/20/2020 00:15:00","EDT","LONGIL",61762,1656.9254
"10/20/2020 00:15:00","EDT","MHK VL",61756,701.3683
"10/20/2020 00:15:00","EDT","MILLWD",61759,238.0496
"10/20/2020 00:15:00","EDT","N.Y.C.",61761,4240.6196
"10/20/2020 00:15:00","EDT","NORTH",61755,511.6475
"10/20/2020 00:15:00","EDT","WEST",61752,1396.2396
"10/20/2020 00:20:00","EDT","CAPITL",61757,1147.9578
"10/20/2020 00:20:00","EDT","CENTRL",61754,1442.858
"10/20/2020 00:20:00","EDT","DUNWOD",61760,476.0613
"10/20/2020 00:20:00","EDT","GENESE",61753,889.5435
"10/20/2020 00:20:00","EDT","HUD VL",61758,770.4442
"10/20/2020 00:20:00","EDT","LONGIL",61762,1646.6255
"10/20/2020 00:20:00","EDT","MHK VL",61756,701.699
"10/20/2020 00:20:00","EDT","MILLWD",61759,240.3709
"10/20/2020 00:20:00","EDT","N.Y.C.",61761,4232.9473
"10/20/2020 00:20:00","EDT","NORTH",61755,509.8824
"10/20/2020 00:20:00","EDT","WEST",61752,1402.3967
"10/20/2020 00:25:00","EDT","CAPITL",61757,1143.4954
"10/20/2020 00:25:00","EDT","CENTRL",61754,1435.1746
"10/20/2020 00:25:00","EDT","DUNWOD",61760,466.8055
"10/20/2020 00:25:00","EDT","GENESE",61753,881.8802
"10/20/2020 00:25:00","EDT","HUD VL",61758,803.2485
"10/20/2020 00:25:00","EDT","LONGIL",61762,1636.3943
"10/20/2020 00:25:00","EDT","MHK VL",61756,702.9022
"10/20/2020 00:25:00","EDT","MILLWD",61759,235.881
"10/20/2020 00:25:00","EDT","N.Y.C.",61761,4225.133
"10/20/2020 00:25:00","EDT","NORTH",61755,510.5118
"10/20/2020 00:25:00","EDT","WEST",61752,1407.7112
"10/20/2020 00:30:00","EDT","CAPITL",61757,1138.1326
"10/20/2020 00:30:00","EDT","CENTRL",61754,1445.1725
"10/20/2020 00:30:00","EDT","DUNWOD",61760,448.9263
"10/20/2020 00:30:00","EDT","GENESE",61753,884.2419
"10/20/2020 00:30:00","EDT","HUD VL",61758,796.2532
"10/20/2020 00:30:00","EDT","LONGIL",61762,1644.1296
"10/20/2020 00:30:00","EDT","MHK VL",61756,699.687
"10/20/2020 00:30:00","EDT","MILLWD",61759,233.7692
"10/20/2020 00:30:00","EDT","N.Y.C.",61761,4173.7993
"10/20/2020 00:30:00","EDT","NORTH",61755,507.6842
"10/20/2020 00:30:00","EDT","WEST",61752,1400.6736
"10/20/2020 00:35:00","EDT","CAPITL",61757,1131.5846
"10/20/2020 00:35:00","EDT","CENTRL",61754,1424.244
"10/20/2020 00:35:00","EDT","DUNWOD",61760,461.4599
"10/20/2020 00:35:00","EDT","GENESE",61753,882.9373
