"Time Stamp","Time Zone","Name","PTID","Load"
"11/06/2020 00:00:00","EST","CAPITL",61757,1157.7703
"11/06/2020 00:00:00","EST","CENTRL",61754,1427.128
"11/06/2020 00:00:00","EST","DUNWOD",61760,516.1724
"11/06/2020 00:00:00","EST","GENESE",61753,914.5297
"11/06/2020 00:00:00","EST","HUD VL",61758,856.7873
"11/06/2020 00:00:00","EST","LONGIL",61762,1684.0839
"11/06/2020 00:00:00","EST","MHK VL",61756,701.1453
"11/06/2020 00:00:00","EST","MILLWD",61759,235.8481
"11/06/2020 00:00:00","EST","N.Y.C.",61761,4326.3994
"11/06/2020 00:00:00","EST","NORTH",61755,545.4083
"11/06/2020 00:00:00","EST","WEST",61752,1374.7957
"11/06/2020 00:05:00","EST","CAPITL",61757,1136.1328
"11/06/2020 00:05:00","EST","CENTRL",61754,1448.8096
"11/06/2020 00:05:00","EST","DUNWOD",61760,509.6357
"11/06/2020 00:05:00","EST","GENESE",61753,921.4083
"11/06/2020 00:05:00","EST","HUD VL",61758,834.3203
"11/06/2020 00:05:00","EST","LONGIL",61762,1681.2434
"11/06/2020 00:05:00","EST","MHK VL",61756,699.5442
"11/06/2020 00:05:00","EST","MILLWD",61759,232.0244
"11/06/2020 00:05:00","EST","N.Y.C.",61761,4317.1826
"11/06/2020 00:05:00","EST","NORTH",61755,533.8652
"11/06/2020 00:05:00","EST","WEST",61752,1367.4668
"11/06/2020 00:10:00","EST","CAPITL",61757,1124.738
"11/06/2020 00:10:00","EST","CENTRL",61754,1429.9612
"11/06/2020 00:10:00","EST","DUNWOD",61760,508.9533
"11/06/2020 00:10:00","EST","GENESE",61753,911.7792
"11/06/2020 00:10:00","EST","HUD VL",61758,850.8555
"11/06/2020 00:10:00","EST","LONGIL",61762,1658.5344
"11/06/2020 00:10:00","EST","MHK VL",61756,708.79
"11/06/2020 00:10:00","EST","MILLWD",61759,231.1204
"11/06/2020 00:10:00","EST","N.Y.C.",61761,4308.885
"11/06/2020 00:10:00","EST","NORTH",61755,520.7029
"11/06/2020 00:10:00","EST","WEST",61752,1364.6375
"11/06/2020 00:15:00","EST","CAPITL",61757,1122.1377
"11/06/2020 00:15:00","EST","CENTRL",61754,1416.6633
"11/06/2020 00:15:00","EST","DUNWOD",61760,519.6624
"11/06/2020 00:15:00","EST","GENESE",61753,906.3185
"11/06/2020 00:15:00","EST","HUD VL",61758,852.5737
"11/06/2020 00:15:00","EST","LONGIL",61762,1668.2239
"11/06/2020 00:15:00","EST","MHK VL",61756,691.5985
"11/06/2020 00:15:00","EST","MILLWD",61759,229.0462
"11/06/2020 00:15:00","EST","N.Y.C.",61761,4270.8667
"11/06/2020 00:15:00","EST","NORTH",61755,526.1218
"11/06/2020 00:15:00","EST","WEST",61752,1364.9022
"11/06/2020 00:20:00","EST","CAPITL",61757,1112.4651
"11/06/2020 00:20:00","EST","CENTRL",61754,1443.4314
"11/06/2020 00:20:00","EST","DUNWOD",61760,504.3914
"11/06/2020 00:20:00","EST","GENESE",61753,902.9742
"11/06/2020 00:20:00","EST","HUD VL",61758,831.9652
"11/06/2020 00:20:00","EST","LONGIL",61762,1647.227
"11/06/2020 00:20:00","EST","MHK VL",61756,694.7369
"11/06/2020 00:20:00","EST","MILLWD",61759,228.6749
"11/06/2020 00:20:00","EST","N.Y.C.",61761,4247.672
"11/06/2020 00:20:00","EST","NORTH",61755,531.5331
"11/06/2020 00:20:00","EST","WEST",61752,1369.0182
