"Time Stamp","Time Zone","Name","PTID","Load"
"12/07/2020 00:00:00","EST","CAPITL",61757,1260.8495
"12/07/2020 00:00:00","EST","CENTRL",61754,1675.6963
"12/07/2020 00:00:00","EST","DUNWOD",61760,604.141
"12/07/2020 00:00:00","EST","GENESE",61753,1002.5158
"12/07/2020 00:00:00","EST","HUD VL",61758,962.6119
"12/07/2020 00:00:00","EST","LONGIL",61762,1988.4893
"12/07/2020 00:00:00","EST","MHK VL",61756,831.587
"12/07/2020 00:00:00","EST","MILLWD",61759,309.5043
"12/07/2020 00:00:00","EST","N.Y.C.",61761,4748.9033
"12/07/2020 00:00:00","EST","NORTH",61755,653.3704
"12/07/2020 00:00:00","EST","WEST",61752,1504.3005
"12/07/2020 00:05:00","EST","CAPITL",61757,1252.8898
"12/07/2020 00:05:00","EST","CENTRL",61754,1691.0579
"12/07/2020 00:05:00","EST","DUNWOD",61760,598.3135
"12/07/2020 00:05:00","EST","GENESE",61753,991.3204
"12/07/2020 00:05:00","EST","HUD VL",61758,962.2523
"12/07/2020 00:05:00","EST","LONGIL",61762,1980.2529
"12/07/2020 00:05:00","EST","MHK VL",61756,832.4545
"12/07/2020 00:05:00","EST","MILLWD",61759,309.9857
"12/07/2020 00:05:00","EST","N.Y.C.",61761,4730.6514
"12/07/2020 00:05:00","EST","NORTH",61755,657.3574
"12/07/2020 00:05:00","EST","WEST",61752,1502.022
"12/07/2020 00:10:00","EST","CAPITL",61757,1250.1787
"12/07/2020 00:10:00","EST","CENTRL",61754,1688.5516
"12/07/2020 00:10:00","EST","DUNWOD",61760,590.8186
"12/07/2020 00:10:00","EST","GENESE",61753,994.2549
"12/07/2020 00:10:00","EST","HUD VL",61758,965.2935
"12/07/2020 00:10:00","EST","LONGIL",61762,1975.8542
"12/07/2020 00:10:00","EST","MHK VL",61756,817.8683
"12/07/2020 00:10:00","EST","MILLWD",61759,319.9439
"12/07/2020 00:10:00","EST","N.Y.C.",61761,4696.873
"12/07/2020 00:10:00","EST","NORTH",61755,655.72
"12/07/2020 00:10:00","EST","WEST",61752,1492.9375
"12/07/2020 00:15:00","EST","CAPITL",61757,1237.9231
"12/07/2020 00:15:00","EST","CENTRL",61754,1639.4985
"12/07/2020 00:15:00","EST","DUNWOD",61760,579.8894
"12/07/2020 00:15:00","EST","GENESE",61753,991.408
"12/07/2020 00:15:00","EST","HUD VL",61758,955.9925
"12/07/2020 00:15:00","EST","LONGIL",61762,1952.4148
"12/07/2020 00:15:00","EST","MHK VL",61756,825.5233
"12/07/2020 00:15:00","EST","MILLWD",61759,307.2133
"12/07/2020 00:15:00","EST","N.Y.C.",61761,4695.5225
"12/07/2020 00:15:00","EST","NORTH",61755,647.0977
"12/07/2020 00:15:00","EST","WEST",61752,1501.4152
"12/07/2020 00:20:00","EST","CAPITL",61757,1239.5493
"12/07/2020 00:20:00","EST","CENTRL",61754,1643.0023
"12/07/2020 00:20:00","EST","DUNWOD",61760,586.773
"12/07/2020 00:20:00","EST","GENESE",61753,987.6668
"12/07/2020 00:20:00","EST","HUD VL",61758,957.9036
"12/07/2020 00:20:00","EST","LONGIL",61762,1943.5404
"12/07/2020 00:20:00","EST","MHK VL",61756,825.1643
"12/07/2020 00:20:00","EST","MILLWD",61759,312.7331
"12/07/2020 00:20:00","EST","N.Y.C.",61761,4659.159
"12/07/2020 00:20:00","EST","NORTH",61755,656.8187
"12/07/2020 00:20:00","EST","WEST",61752,1494.4775
"12/07/2020 00:25:00","EST","CAPITL",61757,1230.1416
"12/07/2020 00:25:00","EST","CENTRL",61754,1634.8783
"12/07/2020 00:25:00","EST","DUNWOD",61760,588.3741
"12/07/2020 00:25:00","EST","GENESE",61753,984.2623
"12/07/2020 00:25:00","EST","HUD VL",61758,963.6979
"12/07/2020 00:25:00","EST","LONGIL",61762,1922.3157
"12/07/2020 00:25:00","EST","MHK VL",61756,822.3814
"12/07/2020 00:25:00","EST","MILLWD",61759,304.8236
"12/07/2020 00:25:00","EST","N.Y.C.",61761,4639.4033
"12/07/2020 00:25:00","EST","NORTH",61755,654.4811
"12/07/2020 00:25:00","EST","WEST",61752,1494.7184
"12/07/2020 00:30:00","EST","CAPITL",61757,1231.4056
"12/07/2020 00:30:00","EST","CENTRL",61754,1651.1726
"12/07/2020 00:30:00","EST","DUNWOD",61760,576.7325
