"Time Stamp","Time Zone","Name","PTID","Load"
"11/29/2020 00:00:00","EST","CAPITL",61757,1206.813
"11/29/2020 00:00:00","EST","CENTRL",61754,1576.1306
"11/29/2020 00:00:00","EST","DUNWOD",61760,533.0635
"11/29/2020 00:00:00","EST","GENESE",61753,948.1193
"11/29/2020 00:00:00","EST","HUD VL",61758,911.2255
"11/29/2020 00:00:00","EST","LONGIL",61762,1819.9369
"11/29/2020 00:00:00","EST","MHK VL",61756,729.7692
"11/29/2020 00:00:00","EST","MILLWD",61759,288.2894
"11/29/2020 00:00:00","EST","N.Y.C.",61761,4374.8594
"11/29/2020 00:00:00","EST","NORTH",61755,560.8709
"11/29/2020 00:00:00","EST","WEST",61752,1453.0483
"11/29/2020 00:05:00","EST","CAPITL",61757,1179.5205
"11/29/2020 00:05:00","EST","CENTRL",61754,1569.7878
"11/29/2020 00:05:00","EST","DUNWOD",61760,549.8951
"11/29/2020 00:05:00","EST","GENESE",61753,944.2057
"11/29/2020 00:05:00","EST","HUD VL",61758,909.09
"11/29/2020 00:05:00","EST","LONGIL",61762,1803.1813
"11/29/2020 00:05:00","EST","MHK VL",61756,726.8306
"11/29/2020 00:05:00","EST","MILLWD",61759,277.9909
"11/29/2020 00:05:00","EST","N.Y.C.",61761,4376.5596
"11/29/2020 00:05:00","EST","NORTH",61755,553.61
"11/29/2020 00:05:00","EST","WEST",61752,1433.9304
"11/29/2020 00:10:00","EST","CAPITL",61757,1198.284
"11/29/2020 00:10:00","EST","CENTRL",61754,1563.6455
"11/29/2020 00:10:00","EST","DUNWOD",61760,540.7604
"11/29/2020 00:10:00","EST","GENESE",61753,940.7731
"11/29/2020 00:10:00","EST","HUD VL",61758,893.4037
"11/29/2020 00:10:00","EST","LONGIL",61762,1788.4863
"11/29/2020 00:10:00","EST","MHK VL",61756,721.6552
"11/29/2020 00:10:00","EST","MILLWD",61759,280.6733
"11/29/2020 00:10:00","EST","N.Y.C.",61761,4411.5557
"11/29/2020 00:10:00","EST","NORTH",61755,557.7765
"11/29/2020 00:10:00","EST","WEST",61752,1451.0015
"11/29/2020 00:15:00","EST","CAPITL",61757,1162.9355
"11/29/2020 00:15:00","EST","CENTRL",61754,1525.1115
"11/29/2020 00:15:00","EST","DUNWOD",61760,529.8879
"11/29/2020 00:15:00","EST","GENESE",61753,934.6737
"11/29/2020 00:15:00","EST","HUD VL",61758,867.1055
"11/29/2020 00:15:00","EST","LONGIL",61762,1785.7876
"11/29/2020 00:15:00","EST","MHK VL",61756,721.747
"11/29/2020 00:15:00","EST","MILLWD",61759,285.5328
"11/29/2020 00:15:00","EST","N.Y.C.",61761,4401.7563
"11/29/2020 00:15:00","EST","NORTH",61755,552.1863
"11/29/2020 00:15:00","EST","WEST",61752,1449.8643
"11/29/2020 00:20:00","EST","CAPITL",61757,1182.4962
"11/29/2020 00:20:00","EST","CENTRL",61754,1545.0964
"11/29/2020 00:20:00","EST","DUNWOD",61760,547.6935
"11/29/2020 00:20:00","EST","GENESE",61753,931.6726
"11/29/2020 00:20:00","EST","HUD VL",61758,878.8518
"11/29/2020 00:20:00","EST","LONGIL",61762,1760.2961
"11/29/2020 00:20:00","EST","MHK VL",61756,717.7009
"11/29/2020 00:20:00","EST","MILLWD",61759,277.6718
"11/29/2020 00:20:00","EST","N.Y.C.",61761,4372.157
"11/29/2020 00:20:00","EST","NORTH",61755,552.6739
"11/29/2020 00:20:00","EST","WEST",61752,1439.7273
"11/29/2020 00:25:00","EST","CAPITL",61757,1189.8835
"11/29/2020 00:25:00","EST","CENTRL",61754,1543.5736
"11/29/2020 00:25:00","EST","DUNWOD",61760,529.8539
"11/29/2020 00:25:00","EST","GENESE",61753,933.1798
"11/29/2020 00:25:00","EST","HUD VL",61758,858.0607
"11/29/2020 00:25:00","EST","LONGIL",61762,1759.8119
"11/29/2020 00:25:00","EST","MHK VL",61756,717.4402
"11/29/2020 00:25:00","EST","MILLWD",61759,280.904
"11/29/2020 00:25:00","EST","N.Y.C.",61761,4350.629
"11/29/2020 00:25:00","EST","NORTH",61755,550.6945
"11/29/2020 00:25:00","EST","WEST",61752,1439.6104
"11/29/2020 00:30:00","EST","CAPITL",61757,1189.1138
"11/29/2020 00:30:00","EST","CENTRL",61754,1547.9121
"11/29/2020 00:30:00","EST","DUNWOD",61760,528.5457
"11/29/2020 00:30:00","EST","GENESE",61753,934.9379
"11/29/2020 00:30:00","EST","HUD VL",61758,852.4558
"11/29/2020 00:30:00","EST","LONGIL",61762,1756.4718
"11/29/2020 00:30:00","EST","MHK VL",61756,709.0114
"11/29/2020 00:30:00","EST","MILLWD",61759,279.6712
"11/29/2020 00:30:00","EST","N.Y.C.",61761,4352.4385
"11/29/2020 00:30:00","EST","NORTH",61755,546.7452
"11/29/2020 00:30:00","EST","WEST",61752,1428.078
"11/29/2020 00:35:00","EST","CAPITL",61757,1169.0979
"11/29/2020 00:35:00","EST","CENTRL",61754,1547.4551
"11/29/2020 00:35:00","EST","DUNWOD",61760,531.9539
"11/29/2020 00:35:00","EST","GENESE",61753,927.0798
"11/29/2020 00:35:00","EST","HUD VL",61758,882.5948
"11/29/2020 00:35:00","EST","LONGIL",61762,1753.648
"11/29/2020 00:35:00","EST","MHK VL",61756,710.8196
"11/29/2020 00:35:00","EST","MILLWD",61759,270.7896
"11/29/2020 00:35:00","EST","N.Y.C.",61761,4324.626
"11/29/2020 00:35:00","EST","NORTH",61755,550.5525
"11/29/2020 00:35:00","EST","WEST",61752,1432.633
"11/29/2020 00:40:00","EST","CAPITL",61757,1175.657
"11/29/2020 00:40:00","EST","CENTRL",61754,1510.7896
"11/29/2020 00:40:00","EST","DUNWOD",61760,523.9802
"11/29/2020 00:40:00","EST","GENESE",61753,924.8511
"11/29/2020 00:40:00","EST","HUD VL",61758,856.0931
"11/29/2020 00:40:00","EST","LONGIL",61762,1735.5974
"11/29/2020 00:40:00","EST","MHK VL",61756,705.0225
"11/29/2020 00:40:00","EST","MILLWD",61759,284.9624
"11/29/2020 00:40:00","EST","N.Y.C.",61761,4329.904
"11/29/2020 00:40:00","EST","NORTH",61755,550.3768
"11/29/2020 00:40:00","EST","WEST",61752,1412.454
"11/29/2020 00:45:00","EST","CAPITL",61757,1154.6332
"11/29/2020 00:45:00","EST","CENTRL",61754,1531.8505
"11/29/2020 00:45:00","EST","DUNWOD",61760,526.9056
"11/29/2020 00:45:00","EST","GENESE",61753,923.5667
"11/29/2020 00:45:00","EST","HUD VL",61758,857.7514
"11/29/2020 00:45:00","EST","LONGIL",61762,1732.2625
"11/29/2020 00:45:00","EST","MHK VL",61756,701.6515
"11/29/2020 00:45:00","EST","MILLWD",61759,289.0964
"11/29/2020 00:45:00","EST","N.Y.C.",61761,4218.843
"11/29/2020 00:45:00","EST","NORTH",61755,553.0736
"11/29/2020 00:45:00","EST","WEST",61752,1413.7344
"11/29/2020 00:50:00","EST","CAPITL",61757,1156.1394
"11/29/2020 00:50:00","EST","CENTRL",61754,1559.2687
"11/29/2020 00:50:00","EST","DUNWOD",61760,517.09
"11/29/2020 00:50:00","EST","GENESE",61753,921.5922
"11/29/2020 00:50:00","EST","HUD VL",61758,857.5554
"11/29/2020 00:50:00","EST","LONGIL",61762,1719.5361
"11/29/2020 00:50:00","EST","MHK VL",61756,697.4619
"11/29/2020 00:50:00","EST","MILLWD",61759,283.8998
"11/29/2020 00:50:00","EST","N.Y.C.",61761,4197.087
"11/29/2020 00:50:00","EST","NORTH",61755,547.3422
"11/29/2020 00:50:00","EST","WEST",61752,1419.2163
"11/29/2020 00:55:00","EST","CAPITL",61757,1165.978
"11/29/2020 00:55:00","EST","CENTRL",61754,1563.7208
"11/29/2020 00:55:00","EST","DUNWOD",61760,520.7034
"11/29/2020 00:55:00","EST","GENESE",61753,920.223
"11/29/2020 00:55:00","EST","HUD VL",61758,841.785
"11/29/2020 00:55:00","EST","LONGIL",61762,1720.4805
"11/29/2020 00:55:00","EST","MHK VL",61756,689.4871
"11/29/2020 00:55:00","EST","MILLWD",61759,282.9895
"11/29/2020 00:55:00","EST","N.Y.C.",61761,4182.3726
"11/29/2020 00:55:00","EST","NORTH",61755,546.1688
"11/29/2020 00:55:00","EST","WEST",61752,1413.5355
"11/29/2020 01:00:00","EST","CAPITL",61757,1150.1731
"11/29/2020 01:00:00","EST","CENTRL",61754,1558.7562
"11/29/2020 01:00:00","EST","DUNWOD",61760,516.1748
"11/29/2020 01:00:00","EST","GENESE",61753,911.5679
"11/29/2020 01:00:00","EST","HUD VL",61758,866.067
"11/29/2020 01:00:00","EST","LONGIL",61762,1699.6432
"11/29/2020 01:00:00","EST","MHK VL",61756,691.0592
"11/29/2020 01:00:00","EST","MILLWD",61759,274.798
"11/29/2020 01:00:00","EST","N.Y.C.",61761,4184.4976
"11/29/2020 01:00:00","EST","NORTH",61755,547.4656
"11/29/2020 01:00:00","EST","WEST",61752,1403.5808
"11/29/2020 01:05:00","EST","CAPITL",61757,1157.7719
